track,date,race,post_position,horse_name,race_back,age_sex_restrictions,alt_comment_line,apprentice_wt_allow,bris_2f_pace_fig,bris_4f_pace_fig,bris_6f_pace_fig,bris_8f_pace_fig,bris_late_pace_fig,bris_race_shape_first_call,bris_race_shape_second_call,bris_speed_rating,bris_track_code,chute_indicator,claim_trainer_switch_date,claim_trainer_switch_n1,claim_trainer_switch_n2,claim_trainer_switch_n3,claim_trainer_switch_n4,claim_trainer_switch_n5,claimed_code,claiming_price,days_since_prev_race,distance,entry,eqb_abbrev_race_conditions,equipment,extended_start_comment,favorite_indicator,final_time,finish_between_lengths,finish_between_lengths_only,finish_position,first_call_between_lengths,first_call_between_lengths_only,first_call_position,fraction_1,fraction_2,fraction_2f,fraction_3,fraction_4f,fraction_5f,fraction_6f,fraction_8f,front_bandages_indicator,gate_call_position,jockey,medication,money_position,num_entrants,odds,pp_post_position,prev_all_weather_surface_flag,purse,race_classification,race_date,race_name,race_num,race_type,restricted_qualifier_flag,sealed_track_indicator,second_call_between_lengths,second_call_between_lengths_only,second_call_position,second_place_margin,second_place_name,second_place_weight,speed_rating,start_call_between_lengths,start_call_between_lengths_only,start_call_position,statebred_flag,stretch_between_lengths,stretch_between_lengths_only,stretch_position,surface,third_place_margin,third_place_name,third_place_weight,track_code,track_condition,track_variant,trainer,trip_comment,weight,winner_margin,winner_name,winner_weight,target_FP,official_final_odds,year,target_top3,target_top5,target_ml_rank_minus_finish,target_top5_ml_rank_gt4,target_deep_closer_top5
PIM,2018-05-19,13,8,BRAVAZO,1,BON,,,91,84,88,87,91,8,0,93,CD,,,,,,,,,,42,2200,,KyDerby-G1,,05-05-18 Bumped start; 4w; decent move passed 3/8; improved; flattened,0,124.20,8.00,8.00,6,8.75,8.75,11,45.77,71.01,22.24,97.35,45.77,,71.01,97.35,0,,CONTRERAS LUIS,1,6,20,66.90,13,,2000000,KyDerby-G1,20180505,Kentucky Derby presented by Woodford Reserve,12,G1,,s,7.50,7.50,8,0.13,GOOD MAGIC,126,77,4.75,4.75,8,,10.00,10.00,4,D,1.75,AUDIBLE,126,CD,SY,17,LUKAS D WAYNE,Bmp strt;4-5w;flttened,126,2.50,JUSTIFY,126,2,15.3,2018,1,1,2.0,0,1
PIM,2018-05-19,13,8,BRAVAZO,2,BON,,,99,106,103,,50,18,9,76,FG,,,,,,,,,,35,1980,,LaDerby-G2,,03-24-18 Asked;lug out 7-1/2;3-4w1st;outside;lug out 6p2nd;driftd in;empty,0,110.28,21.25,21.25,8,2.00,2.00,3,46.61,71.47,22.97,97.29,46.61,,71.47,97.29,0,8,STEVENS G L,1,8,10,2.90,1,,1000000,LaDerby-G2,20180324,Twinspires.com Louisiana Derby,11,G2,,,3.00,3.00,4,0.50,LONE SAILOR,122,69,1.50,1.50,3,,5.50,5.50,6,D,7.75,MY BOY JACK,122,FG,FT,9,LUKAS D WAYNE,Lug out;3-4w1st;6p2nd,122,0.25,NOBLE INDY,122,2,15.3,2018,1,1,2.0,0,1
PIM,2018-05-19,13,8,BRAVAZO,3,BON,,,90,92,93,,100,2,-4,98,FG,,,,,,,,,,35,1870,,RisenStr-G2,,02-17-18 3p1st turn;outside pace;ask 2-3p2nd;4p1/4;dueled;gamely,0,102.95,0.06,,1,0.13,0.13,2,24.15,47.96,24.15,72.85,47.96,,72.85,96.75,0,1,MENA M,1,1,9,21.00,7,,400000,RisenStr-G2,20180217,Risen Star S. presented by Lamarque Ford,9,G2,,,0.13,0.13,2,2.00,SNAPPER SINCLAIR,120,100,0.50,0.50,2,,0.13,0.13,2,D,0.25,NOBLE INDY,116,FG,FT,5,LUKAS D WAYNE,2-3p turns;4p1/4;dueld,117,0.06,BRAVAZO,117,2,15.3,2018,1,1,2.0,0,1
PIM,2018-05-19,13,8,BRAVAZO,4,BON,,,87,94,99,,91,14,6,96,OP,,,,,,,,,,49,1760,,OC62500NW1X,,01-13-18 Squeezed start;unrushed early inside;bid4w3/8;duel str;up in time,0,97.74,0.25,,1,5.00,5.00,5,22.91,46.62,22.91,71.85,46.62,,71.85,,0,6,STEVENS G L,1,1,8,2.60,2,,76000,OC62500n1x,20180113,,5,AO,,,1.50,1.50,2,9.00,EZMOSH,117,92,6.00,6.00,5,,0.13,0.13,2,D,2.50,DREAM BABY DREAM,114,OP,FT,19,LUKAS D WAYNE,Sqz st;4wbid3/8;duel,118,0.25,BRAVAZO,118,2,15.3,2018,1,1,2.0,0,1
PIM,2018-05-19,13,8,BRAVAZO,5,AON,,,79,85,86,,74,6,4,79,CD,,,,,,,,,,27,1870,,KyJC-G2,,11-25-17 Never a threat,0,104.42,12.00,12.00,10,5.25,5.25,9,23.6,47.7,23.60,72.53,47.70,,72.53,97.90,0,7,COURT J K,1,10,14,30.00,10,,200000,KyJC-G2,20171125,Kentucky Jockey Club S.,11,G2,,,5.50,5.50,9,2.50,TIZ MISCHIEF,122,71,6.75,6.75,9,,9.00,9.00,10,D,2.50,PROMISES FULFILLED,122,CD,FT,18,LUKAS D WAYNE,Never a threat,122,0.13,ENTICED,122,2,15.3,2018,1,1,2.0,0,1
PIM,2018-05-19,13,8,BRAVAZO,6,AON,,,94,101,94,,79,15,5,85,CD,,,,,,,,,,22,1760,,StretSnseB80k,,10-29-17 Tracked pace early 3wide; 4path turn; clr into lane; faltered,0,97.48,3.50,3.50,3,0.50,0.50,3,22.55,45.66,22.55,71.76,45.66,,71.76,,0,7,COURT J K,1,3,10,7.50,6,,80000,StretSnseB80k,20171029,Street Sense S.,10,N,,,1.00,,1,3.25,LONE SAILOR,118,76,1.00,1.00,3,,0.13,,1,D,2.25,BRAVAZO,118,CD,FT,23,LUKAS D WAYNE,Clear into lane;falter,118,0.13,GOTTA GO,118,2,15.3,2018,1,1,2.0,0,1
PIM,2018-05-19,13,8,BRAVAZO,7,AON,,,93,97,98,,74,15,,86,KEE,,,,,,,,,,21,1870,,BrdrsFut-G1,,10-07-17 Chased pace 5path; off rail 3/16th; bid; no match for winner,0,105.43,4.00,4.00,2,3.00,3.00,4,23.34,47.11,23.34,72.66,47.11,,72.66,99.00,0,10,COURT J K,1,2,11,47.00,5,,500000,BrdrsFut-G1,20171007,Claiborne Breeders' Futurity,8,G1,,,0.50,0.50,3,2.50,BRAVAZO,121,80,2.00,2.00,4,,1.50,1.50,2,D,0.50,LONE SAILOR,121,KEE,FT,16,LUKAS D WAYNE,Bid into lane;no match,121,4.00,FREE DROP BILLY,121,2,15.3,2018,1,1,2.0,0,1
PIM,2018-05-19,13,8,BRAVAZO,8,AON,,,94,94,84,,82,12,3,81,CD,,,,,,,,,,35,1760,,MdSpWt,,09-16-17 Pressed pace; 3w; took over entering stretch; drew clear,1,98.38,4.75,,1,0.50,0.50,2,22.63,46.22,22.63,72.37,46.22,,72.37,,0,3,COURT J K,1,1,9,2.40,6,,51000,MdSpWt,20170916,,4,S,,,0.13,0.13,2,0.50,GRADE,118,75,1.00,1.00,2,,1.50,,1,D,3.75,QUALITY ROLLS,118,CD,FT,20,LUKAS D WAYNE,Took over 3w; cleared,118,4.75,BRAVAZO,118,2,15.3,2018,1,1,2.0,0,1
PIM,2018-05-19,13,8,BRAVAZO,9,AON,,,94,95,,,55,3,3,67,SAR,,,,,,,,,,,1540,,MdSpWt,,08-12-17 Coaxed along;lug out some 3-4w turn;capitulated,0,83.99,18.75,18.75,8,2.00,2.00,4,22.92,45.84,22.92,70.77,45.84,,70.77,,0,5,ARROYO ANGEL S,0,8,9,41.25,6,,83000,MdSpWt,20170812,,2,S,,,5.25,5.25,7,5.50,AIRTOUCH,119,64,,,5,,12.00,12.00,7,D,1.00,BASE COMMAND,119,SAR,FT,17,LUKAS D WAYNE,Lug out some 3-4w turn,119,0.06,OSKAR BLUES,119,2,15.3,2018,1,1,2.0,0,1
PIM,2019-05-18,13,1,WAR OF WILL,1,BON,(Placed 7th through disqualification),,91,94,82,82,96,5,-16,94,CD,,,,,,,,,,42,2200,,KyDerby-G1,,05-04-19 Well placed early inside; forced out & check 5/16p; weakened,0,123.93,4.50,4.50,8,1.50,1.50,4,46.62,72.5,22.31,98.63,46.62,,72.50,98.63,0,,GAFFALIONE TYLER,1,7,19,16.70,1,,3000000,KyDerby-G1,20190504,Kentucky Derby presented by Woodford Reserve,12,G1,,s,0.25,0.25,4,0.75,COUNTRY HOUSE,126,83,3.25,3.25,6,,1.00,1.00,3,D,0.75,CODE OF HONOR,126,CD,SY,20,CASSE MARK,Forced out&chckd5/16p,126,1.75,MAXIMUM SECURITY,126,1,6.1,2019,1,1,1.0,0,0
PIM,2019-05-18,13,1,WAR OF WILL,2,BON,,,79,79,96,,80,-6,-1,89,FG,,,,,,,,,,35,1980,,LaDerby-G2,,03-23-19 Lost footing behind early;4-3w1st;settled;rousd 3w2nd;4w1/4;empty,1,109.53,12.00,12.00,9,4.00,4.00,6,47.68,71.54,23.63,96.84,47.68,,71.54,96.84,0,7,GAFFALIONE TYLER,1,9,11,0.80,6,,1000000,LaDerby-G2,20190323,Twinspires.com Louisiana Derby,13,G2,,,2.25,2.25,6,5.00,SPINOFF,122,82,5.00,5.00,6,,5.25,5.25,9,D,0.75,SUENO,122,FG,FT,12,CASSE MARK,Lost action early;3-4w,122,0.75,BY MY STANDARDS,122,1,6.1,2019,1,1,1.0,0,0
PIM,2019-05-18,13,1,WAR OF WILL,3,BON,,,89,96,106,,83,11,10,96,FG,,,,,,,,,,28,1870,,RisenStr-G2,,02-16-19 4w1st turn;tracked;bid3w2nd turn;lead5/16;clear1/4;responded;held,1,104.59,2.25,,1,2.50,2.50,2,23.71,47.36,23.71,72.2,47.36,,72.20,97.87,0,4,GAFFALIONE TYLER,1,1,14,1.00,13,,400000,RisenStr-G2,20190216,Risen Star S. presented by Lamarque Ford,12,G2,,,0.50,,1,1.50,COUNTRY HOUSE,122,89,2.00,2.00,2,,2.50,,1,D,2.25,ROILAND,122,FG,FT,13,CASSE MARK,3-4w turns;clr1/4;held,122,2.25,WAR OF WILL,122,1,6.1,2019,1,1,1.0,0,0
PIM,2019-05-18,13,1,WAR OF WILL,4,BON,,,85,79,81,,106,-8,-13,94,FG,,,,,,,,,,56,1830,,LeComte-G3,,01-19-19 4-5p1st;stalked outside;bid 3-4p2nd;ask1/4;drw away;driving,1,103.44,4.00,,1,0.50,0.50,3,24.33,49.22,24.33,74.63,49.22,,74.63,99.50,0,5,GAFFALIONE TYLER,1,1,12,1.60,7,,200000,LeComte-G3,20190119,LeComte S.,12,G3,,,0.50,,1,2.00,HOG CREEK HUSTLE,122,90,1.50,1.50,3,,2.00,,1,D,0.50,MANNY WAH,122,FG,FT,17,CASSE MARK,4-5p1st;3-4p2nd;ask1/4,122,4.00,WAR OF WILL,122,1,6.1,2019,1,1,1.0,0,0
PIM,2019-05-18,13,1,WAR OF WILL,5,AON,,,81,80,83,,103,-7,-11,94,CD,,,,,,,,,,22,1870,,MdSpWt,,11-24-18 Stalked pace early; 3path far turn; drew off str; ridden out,1,105.45,5.00,,1,1.00,1.00,3,24.51,49.24,24.51,74.09,49.24,,74.09,98.95,0,6,GAFFALIONE TYLER,1,1,11,2.10,9,,76000,MdSpWt,20181124,,12,S,,s,0.13,0.13,2,6.00,LOCALLY OWNED,118,78,2.00,2.00,4,,2.00,,1,D,3.25,BUNDIBUNAN,118,CD,SY,24,CASSE MARK,Drew off; ridden out,118,5.00,WAR OF WILL,118,1,6.1,2019,1,1,1.0,0,0
PIM,2019-05-18,13,1,WAR OF WILL,6,AOC,,,93,104,110,,71,23,22,89,CD,,,,,,,,,,26,1760,,BCJvTf-G1,,11-02-18 Stalked pace 4wd; hustled along 2nd turn; kept trying,0,100.06,3.50,3.50,5,4.00,4.00,5,24.4,48.46,24.40,73.6,48.46,,73.60,,0,7,ROSARIO JOEL,1,5,14,15.70,10,,1000000,BCJvTf-G1,20181102,Breeders' Cup Juvenile Turf,8,G1,,,3.00,3.00,4,0.25,UNCLE BENNY,122,66,3.00,3.00,5,,4.50,4.50,5,T,1.75,SOMELIKEITHOTBROWN,122,CD,YL,27,CASSE MARK,4wd chase;trying,122,0.50,LINE OF DUTY,122,1,6.1,2019,1,1,1.0,0,0
PIM,2019-05-18,13,1,WAR OF WILL,7,AON,,,93,92,93,,79,6,6,86,KEE,,,,,,,,,,21,1870,,Bourbon-G3,,10-07-18 Set pace early; off rail far turn; yielded late stretch,1,105.10,1.00,1.00,4,1.50,,1,23.59,48.82,23.59,74.3,48.82,,74.30,98.79,0,1,VAN DYKE DRAYDEN,1,4,13,1.40,1,,250000,Bourbon-G3,20181007,Dixiana Bourbon S.,8,G3,,,1.50,,1,0.06,HENLEY'S JOY,120,76,1.50,,1,,1.50,,1,T,0.75,SALVATOR MUNDI,118,KEE,FM,23,CASSE MARK,Off rail 1/4; yielded,118,0.06,CURRENT,118,1,6.1,2019,1,1,1.0,0,0
PIM,2019-05-18,13,1,WAR OF WILL,8,AON,,,90,95,95,,80,14,8,86,WO,,,,,,,,,,23,1760,,Summer-G1,,09-16-18 Forced pace;closed 2w late turn;led upper str;failed to hold late,0,93.90,0.75,0.75,2,2.50,2.50,2,23.36,46.2,23.36,70,46.20,,70.00,,0,2,ROSARIO JOEL,1,2,12,10.30,8,,250000,Summer-G1,20180916,Summer S.,9,G1,,,0.50,,1,2.00,WAR OF WILL,122,90,1.50,1.50,2,,1.50,,1,T,1.50,NASHTRICK,122,WO,FM,8,CASSE MARK,Clr str;failed to hold,122,0.75,FOG OF WAR,122,1,6.1,2019,1,1,1.0,0,0
PIM,2019-05-18,13,1,WAR OF WILL,9,AON,,,84,85,,,77,-8,-9,76,WO,,,,,,,,,,,-1540,,MdSpWt,,08-24-18 Brk outwd;led early;pressured turn;headed upper str;chased to end,1,83.59,4.25,4.25,3,0.13,,1,23.78,46.86,23.78,70.65,46.86,,70.65,,0,2,BOULANGER G,0,3,12,1.65,5,,61000,MdSpWt,20180824,,6,S,,,0.50,,1,0.75,JUST LIKE LARRY,115,112,,,2,,3.00,3.00,2,T,0.06,WAR OF WILL,120,WO,TF,-16,CASSE MARK,Brk outwd;spd;chased,120,3.50,NASHTRICK,120,1,6.1,2019,1,1,1.0,0,0
PIM,2019-05-18,13,10,EVERFAST,1,BON,,,87,96,86,,89,7,0,86,CD,,,,,,,,,,35,1760,,PDayMile-G3,,05-04-19 Forwardly between horses 4w; weakened slightly during drive,0,95.21,10.25,10.25,5,1.75,1.75,5,22.21,45.42,22.21,70.5,45.42,,70.50,,0,5,ALBARADO R J,1,5,13,66.00,11,,400000,PDayMile-G3,20190504,Pat Day Mile S. presented by LG and E and KU,10,G3,,,6.50,6.50,6,2.50,HOG CREEK HUSTLE,118,83,4.75,4.75,7,,7.50,7.50,5,D,1.75,DREAM MAKER,118,CD,FT,5,ROMANS DALE,Vied 4w; between; even,118,5.25,MR. MONEY,118,2,29.3,2019,1,1,10.0,1,1
PIM,2019-05-18,13,10,EVERFAST,2,BON,,,73,64,66,,104,-22,-25,85,GP,,,,,,,,,,28,1980,,FlaDerby-G1,,03-30-19 Saved ground in range to far turn; done before six furlongs,0,108.86,15.00,15.00,9,3.75,3.75,7,48.98,72.9,24.42,96.34,48.98,,72.90,96.34,0,6,LANDEROS CHRIS,1,9,11,90.60,5,,1000000,FlaDerby-G1,20190330,Xpressbet Florida Derby,14,G1,,,5.50,5.50,9,3.25,BODEXPRESS,122,75,3.50,3.50,7,,13.00,13.00,10,D,0.75,CODE OF HONOR,122,GP,FT,12,ROMANS DALE,Inside; done before 6f,122,3.50,MAXIMUM SECURITY,122,2,29.3,2019,1,1,10.0,1,1
PIM,2019-05-18,13,10,EVERFAST,3,BON,,,76,82,85,,65,16,10,73,GP,,,,,,,,,,28,1870,,FntnOYth-G2,,03-02-19 5wd 1st; unhurried; urged 3wd finl turn; no threat,0,103.85,18.50,18.50,8,12.00,12.00,10,22.8,45.69,22.80,70.42,45.69,,70.42,96.84,0,3,LANDEROS CHRIS,1,8,11,63.60,9,,400000,FntnOYth-G2,20190302,Xpressbet Fountain of Youth S.,13,G2,,,9.75,9.75,10,2.00,BOURBON WAR,116,68,10.00,10.00,7,,12.00,12.00,9,D,0.25,VEKOMA,122,GP,FT,19,ROMANS DALE,5wd 1st;3w1/4;no kick,116,0.75,CODE OF HONOR,116,2,29.3,2019,1,1,10.0,1,1
PIM,2019-05-18,13,10,EVERFAST,4,BON,,,82,89,90,,95,3,3,94,GP,,,,,,,,,,15,1870,,HolyBull-G2,,02-02-19 Rated inside; 2wd 1/4p; shift out 4-5w 1/8p; up for place,0,103.69,1.00,1.00,2,2.00,2.00,3,23.18,46.76,23.18,70.89,46.76,,70.89,96.80,0,3,LANDEROS CHRIS,1,2,9,128.70,4,,350000,HolyBull-G2,20190202,Fasig-Tipton Holy Bull S.,11,G2,,,4.00,4.00,4,0.25,EVERFAST,116,87,5.00,5.00,5,,3.00,3.00,4,D,1.00,MAXIMUS MISCHIEF,122,GP,FT,15,ROMANS DALE,Shift out 1/8;up 2nd,116,1.00,HARVEY WALLBANGER,117,2,29.3,2019,1,1,10.0,1,1
PIM,2019-05-18,13,10,EVERFAST,5,BON,,,84,84,86,,78,-4,-9,82,GP,,,,,,,,,,55,1870,,OC75000NW1X,,01-18-19 Edged closer pressing pace three wide backstretch; faded,0,103.54,12.50,12.50,4,1.00,1.00,3,23.93,47.45,23.93,71.97,47.45,,71.97,97.19,0,1,ALBARADO R J,1,4,9,39.30,5,,51000,OC75000n1x,20190118,,9,AO,,,0.50,0.50,2,4.25,CUTTING HUMOR,120,76,0.50,0.50,2,,7.00,7.00,5,D,6.00,AWARD WINNER,120,GP,FT,18,ROMANS DALE,Press 3wd;fade2nd turn,120,2.25,BOURBON WAR,120,2,29.3,2019,1,1,10.0,1,1
PIM,2019-05-18,13,10,EVERFAST,6,AON,,,76,86,73,,12,16,5,35,CD,,,,,,,,,,27,1870,,KyJC-G2,,11-24-18 Never involved,0,105.29,51.25,51.25,14,9.75,9.75,13,23.12,46.83,23.12,72.33,46.83,,72.33,98.61,0,12,HILL C,1,14,14,146.50,14,,200000,KyJC-G2,20181124,Kentucky Jockey Club S.,11,G2,,s,13.00,13.00,14,1.75,PLUS QUE PARFAIT,122,28,11.00,11.00,12,,26.00,26.00,14,D,0.06,LIMONITE,122,CD,SY,24,ROMANS DALE,Never involved,122,0.25,SIGNALMAN,122,2,29.3,2019,1,1,10.0,1,1
PIM,2019-05-18,13,10,EVERFAST,7,AON,,,93,96,88,,80,11,2,84,CD,,,,,,,,,,22,1870,,OC75000NW1X,,10-28-18 Dueled early on; off rail far turn; yielded late stretch,0,105.84,1.25,1.25,3,0.13,0.13,2,23.73,47.85,23.73,73.52,47.85,,73.52,99.19,0,5,HILL C,1,3,12,3.90,1,,78500,OC75000n1x,20181028,,9,AO,,,0.13,,1,1.00,LIMONITE,118,75,0.13,,1,,0.50,0.50,2,D,2.50,EVERFAST,118,CD,FT,21,ROMANS DALE,Dueled; yielded late,118,0.25,ROILAND,118,2,29.3,2019,1,1,10.0,1,1
PIM,2019-05-18,13,10,EVERFAST,8,AON,,,70,75,70,,88,2,-4,78,KEE,,,,,,,,,,21,1870,,BrdrsFut-G1,,10-06-18 Bobbled; came in start; no threat,0,104.23,12.00,12.00,8,7.50,7.50,10,23.67,47.59,23.67,72.68,47.59,,72.68,97.70,0,6,GILLIGAN JACK,1,8,13,48.50,6,,500000,BrdrsFut-G1,20181006,Claiborne Breeders' Futurity,9,G1,,,9.25,9.25,9,0.75,SIGNALMAN,121,73,9.50,9.50,10,,8.25,8.25,8,D,1.50,STANDARD DEVIATION,121,KEE,FT,17,ROMANS DALE,Bobbled; came in start,121,5.50,KNICKS GO,121,2,29.3,2019,1,1,10.0,1,1
PIM,2019-05-18,13,10,EVERFAST,9,AON,,,81,87,85,,85,4,-4,85,CD,,,,,,,,,,34,1870,,Iroquois-G3,,09-15-18 Back early on; 5path far turn; moved up stretch,0,105.35,6.25,6.25,5,2.50,2.50,7,24.03,48.74,24.03,74.06,48.74,,74.06,98.94,0,9,ALBARADO R J,1,5,12,19.70,12,,150000,Iroquois-G3,20180915,Iroquois S.,10,G3,,,1.50,1.50,7,3.25,TIGHT TEN,118,73,5.75,5.75,8,,4.00,4.00,6,D,1.75,POLE SETTER,118,CD,FT,19,ROMANS DALE,5path 1/4; moved up,118,0.50,CAIRO CAT,118,2,29.3,2019,1,1,10.0,1,1
PIM,2019-05-18,13,10,EVERFAST,10,AON,,,78,66,,,95,-8,-20,75,ELP,,,,,,,,,,,1540,,MdSpWt,,08-12-18 Stalked pace early ins; off rail turn; bid str; late kick;just up,0,84.97,0.25,,1,1.50,1.50,4,23.46,47.91,23.46,72.63,47.91,,72.63,,0,5,HILL C,1,1,8,3.70,3,,42000,MdSpWt,20180812,,4,S,,,1.75,1.75,4,2.50,WORLD,120,83,,,5,,2.50,2.50,2,D,0.06,THUNDERSHOOK,120,ELP,FT,17,ROMANS DALE,Late kick; just up,120,0.25,EVERFAST,120,2,29.3,2019,1,1,10.0,1,1
PIM,2019-05-18,13,11,LAUGHING FOX,1,BON,,,77,77,89,,100,5,6,96,OP,,,,,,,,,,21,1980,,OPInvtnlB300k,,05-04-19 Settled 3-wide between foes; advanced 4-wide; prevailed;,0,109.78,0.25,,1,9.50,9.50,8,46.98,71.25,22.87,97.21,46.98,,71.25,97.21,0,9,VAZQUEZ R A,1,1,11,4.00,10,,300000,OPInvtnlB300k,20190504,Oaklawn Invitational S.,11,N,,,7.25,7.25,9,3.50,NIGHT OPS,123,93,8.00,8.00,8,,3.00,3.00,3,D,0.25,PROVERB,123,OP,FT,16,ASMUSSEN STEVEN M,4wd advance; prevailed,123,0.25,LAUGHING FOX,123,5,21.6,2019,0,1,4.0,1,1
PIM,2019-05-18,13,11,LAUGHING FOX,2,BON,,,69,73,77,,102,-2,-9,90,OP,,,,,,,,,,28,1980,,ArkDerby-G1,,04-13-19 Inside;angled 3-w str;mild late bid,0,109.91,7.75,7.75,4,8.25,8.25,11,47.5,72.46,23.08,97.53,47.50,,72.46,97.53,0,11,SANTANA RICARDO JR,1,4,11,27.10,5,,1000000,ArkDerby-G1,20190413,Arkansas Derby,11,G1,,s,6.50,6.50,9,5.75,IMPROBABLE,122,84,10.00,10.00,11,,5.00,5.00,4,D,1.00,COUNTRY HOUSE,118,OP,SY,19,ASMUSSEN STEVEN M,Angld3w str;mild bid,118,1.00,OMAHA BEACH,122,5,21.6,2019,0,1,4.0,1,1
PIM,2019-05-18,13,11,LAUGHING FOX,3,BON,,,76,75,78,,90,-3,-6,83,OP,,,,,,,,,,26,1870,,Rebel-G2,,03-16-19 Pinched start; settled inside; switched out;split 3-wide;no rally,0,102.42,12.25,12.25,7,6.25,6.25,8,23.54,47.29,23.54,71.82,47.29,,71.82,96.39,0,9,SANTANA RICARDO JR,1,7,10,9.20,2,,750000,Rebel-G2,20190316,Rebel S.,10,G2,,,7.25,7.25,9,8.25,GAME WINNER,119,80,5.25,5.25,8,,10.00,10.00,6,D,1.00,MARKET KING,117,OP,FT,9,ASMUSSEN STEVEN M,Pinchd st;no rally btw,119,0.06,OMAHA BEACH,118,5,21.6,2019,0,1,4.0,1,1
PIM,2019-05-18,13,11,LAUGHING FOX,4,BON,,,78,86,96,,89,15,9,93,OP,,,,,,,,,,24,1870,,OC75000NW1X,,02-18-19 Hop;imp start;rallied3/8rail;split foes1/4;duel;bore out str;drvg,0,104.08,1.25,,1,8.75,8.75,7,22.69,46.29,22.69,71.63,46.29,,71.63,97.73,0,8,SANTANA RICARDO JR,1,1,9,7.80,4,,94000,OC75000n1x,20190218,,5,AO,,,3.00,3.00,5,4.75,SLEEPY EYES TODD,119,84,10.00,10.00,8,,0.13,0.13,2,D,6.00,DORRANCE,119,OP,FT,12,ASMUSSEN STEVEN M,Imp st;rally3/8;duel,122,1.25,LAUGHING FOX,122,5,21.6,2019,0,1,4.0,1,1
PIM,2019-05-18,13,11,LAUGHING FOX,5,BON,,,75,66,55,,102,-9,-17,78,OP,,,,,,,,,,69,1870,,MdSpWt,,01-25-19 Angled rail tracking leader; saved ground; shifted out; prevailed,1,105.80,0.25,,1,3.00,3.00,4,24.03,48.68,24.03,74.59,48.68,,74.59,99.64,0,4,SANTANA RICARDO JR,1,1,12,2.70,2,,77000,MdSpWt,20190125,,9,S,,,3.00,3.00,5,4.50,PASSION PLAY,120,75,3.50,3.50,4,,2.00,2.00,2,D,0.50,BRUSH COUNTRY,120,OP,FT,14,ASMUSSEN STEVEN M,Tracked rail; came out,120,0.25,LAUGHING FOX,120,5,21.6,2019,0,1,4.0,1,1
PIM,2019-05-18,13,11,LAUGHING FOX,6,AON,,,87,87,,,76,-2,-4,76,CD,,,,,,,,,,98,1540,,MdSpWt,,11-17-18 Tracked pace early; 4path turn; flattened out stretch,0,85.12,3.50,3.50,5,1.00,1.00,3,23.27,46.96,23.27,72.1,46.96,,72.10,,0,1,SANTANA RICARDO JR,1,5,12,3.10,9,,76000,MdSpWt,20181117,,11,S,,,1.00,1.00,3,1.25,MARKET KING,118,74,,,1,,3.00,3.00,4,D,0.06,OLD SOT,118,CD,FT,17,ASMUSSEN STEVEN M,4path turn; flattened,118,1.75,FROLIC MORE,118,5,21.6,2019,0,1,4.0,1,1
PIM,2019-05-18,13,11,LAUGHING FOX,7,AON,,,91,89,,,60,3,1,66,SAR,,08/11/2018,372,61,55,40,-0.33,,,,1540,,MdSpWt,,08-11-18 Sent hard;in tight ins 3/4;inside turn;chased;tired,0,86.29,9.50,9.50,7,1.50,1.50,3,22.99,46.78,22.99,72.28,46.78,,72.28,,0,4,LEZCANO JOSE,1,7,9,27.50,1,,85000,MdSpWt,20180811,,2,S,,,2.00,2.00,4,2.00,JOHNY'S BOBBY,119,61,,,4,,6.00,6.00,6,D,0.75,SOUTHERN PHANTOM,119,SAR,GD,24,MOQUETT RONALD E,In tight ins 3/4;ins,119,0.50,UNIONIZER,119,5,21.6,2019,0,1,4.0,1,1
PIM,2019-05-18,13,12,ANOTHERTWISTAFATE,1,BON,,,83,87,93,,99,-1,-3,97,KEE,,,,,,,,,,20,1870,,Lexingtn-G3,,04-13-19 Bothered after start; stalked; boxed in 1/2 to 1/4p;flattened out,1,104.14,1.75,1.75,2,2.00,2.00,3,24.33,48.23,24.33,72.88,48.23,,72.88,98.05,1,7,CASTELLANO J J,1,2,10,1.40,4,,200000,Lexingtn-G3,20190413,Stonestreet Lexington S.,9,G3,,,1.50,1.50,4,1.25,ANOTHERTWISTAFATE,120,84,1.50,1.50,3,,2.00,2.00,2,D,5.00,SUENO,118,KEE,FT,14,WRIGHT BLAINE,Bthrd early; boxed in,120,1.75,OWENDALE,118,10,14.5,2019,0,0,-7.0,0,0
PIM,2019-05-18,13,12,ANOTHERTWISTAFATE,2,BON,,,83,85,92,,101,-3,-4,98,SUN,,,,,,,,,,36,1980,,SunDrby-G3,,03-24-19 Btw early; eased back; brief wait 1/4; shift 4w; steady bid; miss,0,106.94,0.25,0.25,2,1.50,1.50,3,45.63,69.63,22.76,94.76,45.63,,69.63,94.76,0,6,HERNANDEZ JUAN J,1,2,9,3.50,2,,800000,SunDrby-G3,20190324,Sunland Park Derby,11,G3,,,1.50,1.50,4,5.75,ANOTHERTWISTAFATE,122,102,0.50,0.50,2,,1.50,1.50,3,D,1.50,MUCHO GUSTO,122,SUN,FT,3,WRIGHT BLAINE,Covered up;4w bid;miss,122,0.25,CUTTING HUMOR,122,10,14.5,2019,0,0,-7.0,0,0
