track,date,race,post_position,horse_name,race_back,age_sex_restrictions,alt_comment_line,apprentice_wt_allow,bris_2f_pace_fig,bris_4f_pace_fig,bris_6f_pace_fig,bris_8f_pace_fig,bris_late_pace_fig,bris_race_shape_first_call,bris_race_shape_second_call,bris_speed_rating,bris_track_code,chute_indicator,claim_trainer_switch_date,claim_trainer_switch_n1,claim_trainer_switch_n2,claim_trainer_switch_n3,claim_trainer_switch_n4,claim_trainer_switch_n5,claimed_code,claiming_price,days_since_prev_race,distance,entry,eqb_abbrev_race_conditions,equipment,extended_start_comment,favorite_indicator,final_time,finish_between_lengths,finish_between_lengths_only,finish_position,first_call_between_lengths,first_call_between_lengths_only,first_call_position,fraction_1,fraction_2,fraction_2f,fraction_3,fraction_4f,fraction_5f,fraction_6f,fraction_8f,front_bandages_indicator,gate_call_position,jockey,medication,money_position,num_entrants,odds,pp_post_position,prev_all_weather_surface_flag,purse,race_classification,race_date,race_name,race_num,race_type,restricted_qualifier_flag,sealed_track_indicator,second_call_between_lengths,second_call_between_lengths_only,second_call_position,second_place_margin,second_place_name,second_place_weight,speed_rating,start_call_between_lengths,start_call_between_lengths_only,start_call_position,statebred_flag,stretch_between_lengths,stretch_between_lengths_only,stretch_position,surface,third_place_margin,third_place_name,third_place_weight,track_code,track_condition,track_variant,trainer,trip_comment,weight,winner_margin,winner_name,winner_weight,target_FP,official_final_odds,year,target_top3,target_top5,target_ml_rank_minus_finish,target_top5_ml_rank_gt4,target_deep_closer_top5
PIM,2021-05-15,13,1,RAM,8,AON,,,85,82,75,,58,0,5,61,ELP,,,,,,,,,,22,1760,,MdSpWt,,08-08-20 Early speed; retreated,0,97.08,19.00,19.00,9,1.00,1.00,2,24.75,48.76,24.75,72.72,48.76,,72.72,,0,2,TALAMO JOSEPH,0,9,10,7.50,4,,43000,MdSpWt,20200808,,6,S,,,7.00,7.00,6,2.00,ROYAL PRINCE,119,59,1.00,1.00,2,,12.00,12.00,9,T,3.75,JOHNY'S FIREBALL,119,ELP,FM,24,LUKAS D WAYNE,Early speed; retreated,119,4.00,DREAMER'S DISEASE,119,10,15.9,2021,0,0,0.0,0,0
PIM,2021-05-15,13,1,RAM,9,AON,,,86,84,,,72,4,5,65,ELP,,,,,,,,,,,1210,,MdSpWt,,07-17-20 Forwardly placed inside; weakened; outfinished,0,62.35,9.25,9.25,6,5.00,5.00,4,21.89,44.35,21.89,56.14,44.35,56.14,,,0,7,TALAMO JOSEPH,0,6,12,8.20,2,,37000,MdSpWt,20200717,,3,S,,,6.00,6.00,4,0.06,HEART RHYTHM,119,81,,,7,,7.00,7.00,4,T,4.00,PAKA,119,ELP,FM,8,LUKAS D WAYNE,Forward inside;weakend,119,3.75,INTO THE SUNRISE,119,10,15.9,2021,0,0,0.0,0,0
PIM,2021-05-15,13,10,CONCERT TOUR,1,BON,,,96,104,108,,77,14,11,95,OP,,,,,,,,,,28,1980,,ArkDerby-G1,b,04-10-21 Broke sharp; pressed 2p; bid far turn; dueled; outkicked 2nd,1,110.92,2.50,2.50,3,0.50,0.50,2,46.51,71.25,22.62,97.64,46.51,,71.25,97.64,0,1,ROSARIO JOEL,0,3,6,0.30,5,,1000000,ArkDerby-G1,20210410,Arkansas Derby,12,G1,,,0.13,0.13,2,0.13,CADDO RIVER,122,82,0.50,0.50,2,,0.13,,1,D,0.50,CONCERT TOUR,122,OP,FT,15,BAFFERT BOB,Pressd;led;outkickd2nd,122,2.50,SUPER STOCK,122,9,3.7,2021,0,0,-7.0,0,0
PIM,2021-05-15,13,10,CONCERT TOUR,2,BON,,,88,86,90,,98,-4,-5,95,OP,,,,,,,,,,35,1870,,Rebel-G2,b,03-13-21 Slight bobble;broke on top; cleared; bit keen;widened; geared dwn,0,103.18,4.25,,1,1.00,,1,23.42,47.53,23.42,72,47.53,,72.00,96.65,0,1,ROSARIO JOEL,0,1,8,1.70,7,,1000000,Rebel-G2,20210313,Rebel S.,11,G2,,,0.50,,1,0.75,HOZIER,117,94,0.50,,1,,4.00,,1,D,1.50,BIG LAKE,117,OP,FT,2,BAFFERT BOB,Cleard;keen;geared dwn,117,4.25,CONCERT TOUR,117,9,3.7,2021,0,0,-7.0,0,0
PIM,2021-05-15,13,10,CONCERT TOUR,3,BON,,,85,96,,,97,-8,-5,97,SA,,,,,,,,,,22,1540,,SnVicnte-G2,b,02-06-21 Rated outside; bid outside; drifted out stretch; driving,1,84.06,0.50,,1,1.50,1.50,3,23.41,45.98,23.41,70.56,45.98,,70.56,,0,2,ROSARIO JOEL,0,1,5,0.40,5,,200000,SnVicnte-G2,20210206,San Vicente S.,7,G2,,,1.00,1.00,3,2.75,FREEDOM FIGHTER,120,85,,,2,,0.50,0.50,2,D,6.00,THE CHOSEN VRON,120,SA,FT,24,BAFFERT BOB,Bid 3wide; drifted str,120,0.50,CONCERT TOUR,120,9,3.7,2021,0,0,-7.0,0,0
PIM,2021-05-15,13,10,CONCERT TOUR,4,BON,,,96,102,,,87,1,0,94,SA,,,,,,,,,,,1320,,MdSpWt,b,01-15-21 Pressed; led; clear 3/8; mild urging,1,70.40,3.50,,1,0.13,,1,22.18,45.26,22.18,57.53,45.26,57.53,,,0,3,ROSARIO JOEL,1,1,5,1.00,3,,61000,MdSpWt,20210115,,4,S,,,1.00,,1,8.00,MR. IMPOSSIBLE,123,85,,,3,,2.50,,1,D,2.50,TARVI,123,SA,FT,15,BAFFERT BOB,Clear 3/8;in hand late,123,3.50,CONCERT TOUR,123,9,3.7,2021,0,0,-7.0,0,0
PIM,2021-05-15,13,2,KEEPMEINMIND,1,BON,,,60,49,70,81,93,-6,-8,91,CD,,,,,,,,,,28,2200,,KyDerby-G1,,05-01-21 Broke slow; unhurried; sweeping move 6w; came 8w; gaining,0,121.02,8.50,8.50,7,19.00,19.00,19,46.7,71.21,23.09,95.98,46.70,,71.21,95.98,0,,COHEN DAVID,0,7,19,49.00,4,,3000000,KyDerby-G1,20210501,Kentucky Derby presented by Woodford Reserve,12,G1,,,6.25,6.25,13,0.50,MANDALOUN,126,89,13.00,13.00,19,,9.25,9.25,11,D,0.13,HOT ROD CHARLIE,126,CD,FT,4,DIODORO ROBERTINO,Off slow; 6-8w;gaining,126,0.50,MEDINA SPIRIT,126,4,14.5,2021,0,1,2.0,1,1
PIM,2021-05-15,13,2,KEEPMEINMIND,2,BON,,,81,81,90,,77,-8,-8,84,KEE,,,,,,,,,,21,1980,,BlueGras-G2,b,04-03-21 Chased pace early; 4path 1/4; came out;bmpd foe upper; faded,0,108.50,16.00,16.00,5,2.00,2.00,4,48.21,72.08,23.83,95.97,48.21,,72.08,95.97,0,8,COHEN DAVID,0,5,9,12.40,9,,800000,BlueGras-G2,20210403,Toyota Blue Grass S.,11,G2,,,2.00,2.00,4,5.50,HIGHLY MOTIVATED,123,81,3.75,3.75,6,,8.00,8.00,5,D,4.25,ROMBAUER,123,KEE,FT,9,DIODORO ROBERTINO,Came out;bmpd foe upr,123,0.25,ESSENTIAL QUALITY,123,4,14.5,2021,0,1,2.0,1,1
PIM,2021-05-15,13,2,KEEPMEINMIND,3,BON,,,72,77,81,,90,-4,-5,86,OP,,,,,,,,,,105,1870,,Rebel-G2,b,03-13-21 Last to leave; trailed outside; 4-5w 2nd turn; did not fire,0,103.18,8.00,8.00,6,4.75,4.75,8,23.42,47.53,23.42,72,47.53,,72.00,96.65,0,8,COHEN DAVID,0,6,8,4.80,6,,1000000,Rebel-G2,20210313,Rebel S.,11,G2,,,4.00,4.00,6,0.75,HOZIER,117,86,8.00,8.00,8,,7.00,7.00,7,D,1.50,BIG LAKE,117,OP,FT,2,DIODORO ROBERTINO,4-5w; did not fire,119,4.25,CONCERT TOUR,117,4,14.5,2021,0,1,2.0,1,1
PIM,2021-05-15,13,2,KEEPMEINMIND,4,AON,,,79,82,88,,94,5,4,92,CD,,,,,,,,,,22,1870,,KyJC-G2,b,11-28-20 Trailed; patient; tip 5wd 1/4; rallied; up late,1,104.52,0.75,,1,5.25,5.25,9,24.11,48.24,24.11,72.81,48.24,,72.81,98.12,0,9,COHEN DAVID,0,1,9,2.00,4,,200000,KyJC-G2,20201128,Kentucky Jockey Club S.,11,G2,,,4.25,4.25,9,1.75,SMILEY SOBOTKA,122,83,5.25,5.25,9,,2.00,2.00,3,D,2.00,ARABIAN PRINCE,122,CD,FT,17,DIODORO ROBERTINO,Patient;tip 5w1/4;up,122,0.75,KEEPMEINMIND,122,4,14.5,2021,0,1,2.0,1,1
PIM,2021-05-15,13,2,KEEPMEINMIND,5,AOC,,,65,84,94,,100,22,12,98,KEE,,,,,,,,,,34,1870,,BCJuvnle-G1,b,11-06-20 Bumped st; trailed; rallied 2-4p2nd; sustained rally; up show,0,102.09,2.00,2.00,3,15.00,15.00,14,22.58,45.31,22.58,70.48,45.31,,70.48,95.89,0,14,ORTIZ JOSE L,0,3,14,30.90,6,,2000000,BCJuvnle-G1,20201106,TVG Breeders' Cup Juvenile presented by Thoroughbred Aftercare Alliance,10,G1,,,9.50,9.50,12,1.25,HOT ROD CHARLIE,122,94,17.00,17.00,14,,4.00,4.00,5,D,1.25,KEEPMEINMIND,122,KEE,FT,-5,DIODORO ROBERTINO,Bmp st;2-4p2nd;sustain,122,0.75,ESSENTIAL QUALITY,122,4,14.5,2021,0,1,2.0,1,1
PIM,2021-05-15,13,2,KEEPMEINMIND,6,AON,,,82,80,80,,96,-4,-3,88,KEE,,,,,,,,,,31,1870,,BrdrsFut-G1,,10-03-20 Off pace ins; in range 2w btw1/2;driven 3/8;churned on;split 1/8,0,104.37,3.25,3.25,2,1.75,1.75,6,23.97,48.86,23.97,73.4,48.86,,73.40,98.23,0,8,COHEN DAVID,0,2,9,52.70,5,,400000,BrdrsFut-G1,20201003,Claiborne Breeders' Futurity,9,G1,,,4.50,4.50,6,1.50,KEEPMEINMIND,122,82,4.00,4.00,6,,3.50,3.50,3,D,4.50,SUPER STOCK,122,KEE,FT,16,DIODORO ROBERTINO,Btw1/2;drivn3/8;churnd,122,3.25,ESSENTIAL QUALITY,122,4,14.5,2021,0,1,2.0,1,1
PIM,2021-05-15,13,2,KEEPMEINMIND,7,AON,,,88,86,81,,76,11,10,76,CD,,,,,,,,,,,1760,,MdSpWt,,09-02-20 Awk st; midpack 5w; 2w5/8; chased ins trn; split 2w3/16;stayed on,0,97.37,1.50,1.50,2,2.50,2.50,5,22.62,45.83,22.62,70.92,45.83,,70.92,,0,7,COHEN DAVID,0,2,8,7.00,7,,97000,MdSpWt,20200902,,6,S,,,3.00,3.00,4,1.75,KEEPMEINMIND,119,81,1.75,1.75,5,,1.50,1.50,4,D,0.25,LAKER MAMBA,119,CD,FT,11,DIODORO ROBERTINO,Chse ins tn;split 3/16,119,1.50,ARABIAN PRINCE,119,4,14.5,2021,0,1,2.0,1,1
PIM,2021-05-15,13,3,MEDINA SPIRIT,1,BON,,,87,87,91,93,98,-6,-8,101,CD,,,,,,,,,,28,2200,,KyDerby-G1,,05-01-21 Hustled to lead; pace off rail; dogged; met every bid; unyielding,0,121.02,0.50,,1,1.00,,1,46.7,71.21,23.09,95.98,46.70,,71.21,95.98,0,,VELAZQUEZ J R,0,1,19,12.10,8,,3000000,KyDerby-G1,20210501,Kentucky Derby presented by Woodford Reserve,12,G1,,,0.13,,1,0.50,MANDALOUN,126,98,0.50,,1,,0.13,,1,D,0.13,HOT ROD CHARLIE,126,CD,FT,4,BAFFERT BOB,Off rail; unyielding,126,0.50,MEDINA SPIRIT,126,3,2.4,2021,1,1,-2.0,0,0
PIM,2021-05-15,13,3,MEDINA SPIRIT,2,BON,,,97,104,106,,86,13,8,98,SA,,,,,,,,,,28,1980,,SADerby-G1,,04-03-21 Up close; 3deep; chased 3-2wide; willingly,1,109.17,4.25,4.25,2,1.00,1.00,3,46.11,70.64,22.42,96.27,46.11,,70.64,96.27,0,1,VELAZQUEZ J R,0,2,9,0.90,6,,750000,SADerby-G1,20210403,RUNHAPPY Santa Anita Derby,8,G1,,,2.00,2.00,3,2.25,MEDINA SPIRIT,124,85,1.50,1.50,4,,2.50,2.50,2,D,4.75,DREAM SHAKE,124,SA,FT,11,BAFFERT BOB,3deep;3-2wd;willingly,124,4.25,ROCK YOUR WORLD,124,3,2.4,2021,1,1,-2.0,0,0
PIM,2021-05-15,13,3,MEDINA SPIRIT,3,BON,,,80,87,97,,88,-1,1,93,SA,,,,,,,,,,35,1870,,SnFelipe-G2,,03-06-21 Chased 3wide; stalked off rail; 2wide; bested rest,0,102.18,8.00,8.00,2,3.00,3.00,2,23.63,46.83,23.63,70.55,46.83,,70.55,95.46,0,2,VELAZQUEZ J R,0,2,7,3.30,3,,300000,SnFelipe-G2,20210306,San Felipe S.,6,G2,,,3.00,3.00,3,2.25,MEDINA SPIRIT,122,87,2.00,2.00,2,,6.00,6.00,3,D,3.25,DREAM SHAKE,120,SA,FT,8,BAFFERT BOB,Chased 3w;2w;best rest,122,8.00,LIFE IS GOOD,122,3,2.4,2021,1,1,-2.0,0,0
PIM,2021-05-15,13,3,MEDINA SPIRIT,4,BON,,,97,106,102,,83,17,8,94,SA,,,,,,,,,,28,1870,,RBLewis-G3,,01-30-21 Set pace; inside; inched away; held gamely,1,106.26,0.25,,1,1.00,,1,22.89,46.61,22.89,72.36,46.61,,72.36,99.34,0,2,CEDILLO ABEL,0,1,6,1.00,1,,100000,RBLewis-G3,20210130,Robert B. Lewis S.,7,G3,,,1.00,,1,0.06,ROMAN CENTURIAN,120,74,1.00,,1,,0.50,,1,D,11.00,HOT ROD CHARLIE,120,SA,GD,29,BAFFERT BOB,Set pace; held gamely,120,0.25,MEDINA SPIRIT,120,3,2.4,2021,1,1,-2.0,0,0
PIM,2021-05-15,13,3,MEDINA SPIRIT,5,BON,,,81,89,99,,94,4,9,97,SA,,,,,,,,,,22,1760,,Sham-G3,,01-02-21 Away quickly; chased 2wide; off rail; 3wide into stretch; gaining,0,96.63,0.75,0.75,2,3.00,3.00,2,23.56,46.67,23.56,70.66,46.67,,70.66,,0,1,CEDILLO ABEL,0,2,5,9.40,1,,100000,Sham-G3,20210102,Sham S.,8,G3,,,4.00,4.00,2,13.00,MEDINA SPIRIT,120,89,3.00,3.00,2,,4.00,4.00,2,D,6.00,PARNELLI,120,SA,FT,17,BAFFERT BOB,Angld out late;gaining,120,0.75,LIFE IS GOOD,120,3,2.4,2021,1,1,-2.0,0,0
PIM,2021-05-15,13,3,MEDINA SPIRIT,6,AON,,,93,99,,,90,-2,-3,94,LRC,,,,,,,,,,,1210,,MdSpWt,b,12-11-20 Up close; lead 3/8; kicked clear; held safely,0,62.93,3.00,,1,0.13,0.13,2,22.2,45.14,22.20,56.8,45.14,56.80,,,0,3,CEDILLO ABEL,0,1,6,3.40,4,,42000,MdSpWt,20201211,,6,S,,,0.50,,1,4.00,FIRST CLASS DAD,115,96,,,3,,3.00,,1,D,5.00,KENNEBEC,122,LRC,FT,9,BAFFERT BOB,Led 3/8; kicked clear,122,3.00,MEDINA SPIRIT,122,3,2.4,2021,1,1,-2.0,0,0
PIM,2021-05-15,13,4,CROWDED TRADE,1,BON,,,71,72,83,,98,-5,-2,92,AQU,,,,,,,,,,28,1980,,WoodMem-G2,,04-03-21 2p 1st turn; 5w backstretch; to 2p 1/2; 7w upper; mild kick,0,114.49,1.50,1.50,3,5.50,5.50,8,50.18,74.98,24.88,100.76,50.18,,74.98,100.76,0,9,CANCEL ERIC,0,3,9,2.90,2,,750000,WoodMem-G2,20210403,Wood Memorial S. Presented by Resorts World Casino,10,G2,,,4.25,4.25,8,1.25,DYNAMIC ONE,123,74,6.50,6.50,8,,1.50,1.50,3,D,1.75,CROWDED TRADE,123,AQU,FT,24,BROWN CHAD C,7w upper; mild kick,123,0.13,BOURBONIC,123,5,8.5,2021,0,1,-1.0,0,1
PIM,2021-05-15,13,4,CROWDED TRADE,2,BON,,,87,94,109,,95,3,7,104,AQU,,,,,,,,,,37,1760,,Gotham-G3,,03-06-21 Bobbled at st; 4-3w pursuit; 3-4w uppr; up 3/16; dueled; nailed,0,98.70,0.06,0.06,2,1.50,1.50,3,24.29,48.03,24.29,72.85,48.03,,72.85,,0,6,CANCEL ERIC,0,2,8,5.40,5,,300000,Gotham-G3,20210306,Gotham S.,9,G3,,,0.50,0.50,3,1.75,CROWDED TRADE,118,80,1.50,1.50,3,,0.13,,1,D,3.00,HIGHLY MOTIVATED,120,AQU,FT,30,BROWN CHAD C,Bobbled st; nailed,118,0.06,WEYBURN,118,5,8.5,2021,0,1,-1.0,0,1
PIM,2021-05-15,13,4,CROWDED TRADE,3,BON,,,80,87,,,100,0,-6,92,AQU,,,,,,,,,,,1320,,MdSpWt,,01-28-21 2w;steady gain turn; 5w into lane;closed in;up final 70 yds,1,73.30,1.00,,1,7.50,7.50,5,23.37,48.24,23.37,60.61,48.24,60.61,,,0,8,FRANCO MANUEL,1,1,8,1.00,6,,80000,MdSpWt,20210128,,5,S,,,3.50,3.50,4,8.75,HYPERACTIVE CHRIS,122,77,,,8,,3.50,3.50,2,D,4.00,LEMON DROP ROAD,122,AQU,FT,25,BROWN CHAD C,2w;5w1/8;up fin 70 yds,122,1.00,CROWDED TRADE,122,5,8.5,2021,0,1,-1.0,0,1
PIM,2021-05-15,13,5,MIDNIGHT BOURBON,1,BON,,,72,65,75,81,93,-6,-8,92,CD,,,,,,,,,,42,2200,,KyDerby-G1,,05-01-21 Bumped early; off pace 4wd turns; 6wd 1/4; stayed on,0,121.02,8.50,8.50,6,11.00,11.00,12,46.7,71.21,23.09,95.98,46.70,,71.21,95.98,0,,SMITH M E,0,6,19,13.20,10,,3000000,KyDerby-G1,20210501,Kentucky Derby presented by Woodford Reserve,12,G1,,,6.00,6.00,11,0.50,MANDALOUN,126,90,7.25,7.25,11,,7.75,7.75,8,D,0.13,HOT ROD CHARLIE,126,CD,FT,4,ASMUSSEN STEVEN M,Bumped early;4wd turns,126,0.50,MEDINA SPIRIT,126,2,3.1,2021,1,1,1.0,0,0
PIM,2021-05-15,13,5,MIDNIGHT BOURBON,2,BON,,,90,94,95,,88,5,1,94,FG,,,,,,,,,,35,2090,,LaDerby-G2,,03-20-21 3p1st;prompt outside;3p2nd;ask4p1/4;dueled;outfinished,0,115.06,2.00,2.00,2,0.50,0.50,2,47.04,71.25,23.10,96.38,47.04,,71.25,96.38,0,2,TALAMO JOSEPH,0,2,8,7.20,7,,1000000,LaDerby-G2,20210320,Twinspires.com Louisiana Derby,14,G2,,,1.00,1.00,2,0.13,MIDNIGHT BOURBON,122,105,0.13,,1,,0.50,0.50,2,D,1.75,O BESOS,122,FG,FT,2,ASMUSSEN STEVEN M,3p;4p1/4;outfinished,122,2.00,HOT ROD CHARLIE,122,2,3.1,2021,1,1,1.0,0,0
PIM,2021-05-15,13,5,MIDNIGHT BOURBON,3,BON,,,99,101,109,,83,10,9,98,FG,,,,,,,,,,28,1980,,RisenStr-G2,,02-13-21 3w1st;prompt outside;vied 2-3w2nd;led1/4;headed3/16;outfinished,0,110.39,1.75,1.75,3,0.50,0.50,2,48.45,72.74,23.65,97.5,48.45,,72.74,97.50,0,1,TALAMO JOSEPH,0,3,11,5.60,6,,400000,RisenStr-G2,20210213,Risen Star S. Presented by Lamarque Ford,13,G2,,,0.13,0.13,2,0.50,PROXY,122,94,0.50,0.50,2,,0.50,0.50,2,D,5.75,MIDNIGHT BOURBON,122,FG,FT,12,ASMUSSEN STEVEN M,2-3w;led1/4;outfinishd,122,1.25,MANDALOUN,122,2,3.1,2021,1,1,1.0,0,0
PIM,2021-05-15,13,5,MIDNIGHT BOURBON,4,BON,,,86,84,89,,99,-6,-6,95,FG,,,,,,,,,,98,1870,,Lecomte-G3,,01-16-21 Hustled;well rated 2p-inside;asked1/4;shook clear3/16;held drivng,0,104.41,1.00,,1,1.50,,1,24.68,48.99,24.68,73.57,48.99,,73.57,98.09,0,3,TALAMO JOSEPH,0,1,8,3.70,1,,200000,Lecomte-G3,20210116,Lecomte S.,13,G3,,,0.50,,1,0.13,PROXY,122,89,2.00,,1,,2.00,,1,D,8.75,MANDALOUN,122,FG,FT,14,ASMUSSEN STEVEN M,2p-ins;clr3/16;respond,122,1.00,MIDNIGHT BOURBON,122,2,3.1,2021,1,1,1.0,0,0
PIM,2021-05-15,13,5,MIDNIGHT BOURBON,5,AON,,,88,92,94,,77,3,3,84,BEL,,,,,,,,,,35,1760,,Champagn-G1,,10-10-20 6-7w backstretch; 5w turn; coaxed 3/8; 6w upper; weakened,0,95.42,14.25,14.25,3,2.00,2.00,3,23.12,46.54,23.12,70.68,46.54,,70.68,,0,1,ORTIZ JOSE L,0,3,6,7.10,6,,250000,Champagn-G1,20201010,Champagne S.,4,G1,,,5.00,5.00,3,8.75,REINVESTMENT RISK,122,72,2.50,2.50,3,,9.50,9.50,3,D,10.25,MIDNIGHT BOURBON,122,BEL,FT,17,ASMUSSEN STEVEN M,6w upper; weakened,122,5.50,JACKIE'S WARRIOR,122,2,3.1,2021,1,1,1.0,0,0
PIM,2021-05-15,13,5,MIDNIGHT BOURBON,6,AON,,,82,88,93,,83,4,4,87,CD,,,,,,,,,,14,1760,,Iroquois-G3,,09-05-20 Stalked 4-3wd; bid 1/4; led 2w3/8; clear; run down 1/16;2nd best,0,95.00,2.50,2.50,2,1.50,1.50,3,23.04,45.64,23.04,70,45.64,,70.00,,0,2,CORRALES GERARDO,0,2,10,5.20,7,,200000,Iroquois-G3,20200905,Iroquois S. presented by Ford,10,G3,,,0.50,0.50,3,1.75,MIDNIGHT BOURBON,118,91,2.00,2.00,5,,1.50,,1,D,5.25,SUPER STOCK,120,CD,FT,2,ASMUSSEN STEVEN M,4-3w;bid1/4;clr;2nbest,118,2.50,SITTIN ON GO,118,2,3.1,2021,1,1,1.0,0,0
PIM,2021-05-15,13,5,MIDNIGHT BOURBON,7,AON,,,89,85,83,,88,3,-1,84,ELP,,,,,,,,,,28,1760,,MdSpWt,,08-22-20 Tracked pace early;coasted past 1/4; drew away str in hand,1,97.32,5.50,,1,1.00,1.00,2,23.3,47.15,23.30,71.86,47.15,,71.86,,0,1,CORRALES GERARDO,0,1,10,2.60,4,,46200,MdSpWt,20200822,,8,S,,,0.50,,1,2.25,AKTULGALI,119,89,2.00,2.00,2,,3.00,,1,D,6.25,WICK,119,ELP,FT,9,ASMUSSEN STEVEN M,Coasted past; handily,119,5.50,MIDNIGHT BOURBON,119,2,3.1,2021,1,1,1.0,0,0
PIM,2021-05-15,13,5,MIDNIGHT BOURBON,8,AON,,,90,85,80,,57,5,6,63,ELP,,,,,,,,,,,1760,,MdSpWt,,07-25-20 Set pace inside; dueled ins foe 1/2; weakened 1/4,1,99.33,10.50,10.50,3,0.50,,1,23.88,47.74,23.88,72.64,47.74,,72.64,,0,3,LANERIE C J,0,3,6,2.00,3,,37000,MdSpWt,20200725,,3,S,,,1.00,1.00,2,9.25,CALL PAPA,119,68,1.50,,1,,4.50,4.50,3,D,3.25,MIDNIGHT BOURBON,119,ELP,FT,15,ASMUSSEN STEVEN M,Duel ins foe1/2;wkn1/4,119,1.25,NOTARY,119,2,3.1,2021,1,1,1.0,0,0
PIM,2021-05-15,13,6,ROMBAUER,1,BON,,,83,82,90,,98,-8,-8,96,KEE,,,,,,,,,,49,1980,,BlueGras-G2,,04-03-21 Bumped; in tight start; stalked pace; off rail 1/4; flattened str,0,108.50,5.75,5.75,3,1.50,1.50,3,48.21,72.08,23.83,95.97,48.21,,72.08,95.97,0,6,GEROUX FLORENT,0,3,9,24.00,5,,800000,BlueGras-G2,20210403,Toyota Blue Grass S.,11,G2,,,2.00,2.00,3,5.50,HIGHLY MOTIVATED,123,91,2.50,2.50,3,,4.00,4.00,3,D,4.25,ROMBAUER,123,KEE,FT,9,MCCARTHY MICHAEL W,Bumped; in tight start,123,0.25,ESSENTIAL QUALITY,123,1,11.8,2021,1,1,4.0,1,1
PIM,2021-05-15,13,6,ROMBAUER,2,BON,,,75,79,91,,87,14,18,91,GG,,,,,,,,,,99,1980,,ElCamRlD-L100k,,02-13-21 Content to trail; bid 2wide; swung 4wide 1/4p; steady rally,1,111.64,0.25,,1,11.00,11.00,8,47.81,72.2,24.00,98.56,47.81,,72.20,98.56,1,8,FREY KYLE,0,1,8,1.20,8,A,100000,ElCamRlD-L100k,20210213,El Camino Real Derby,8,N,,,9.00,9.00,7,4.00,JAVANICA,118,90,7.25,7.25,8,,2.50,2.50,3,D,0.50,GOVENOR'S PARTY,122,GG,FT,16,MCCARTHY MICHAEL W,Swung 4w;steady run,122,0.25,ROMBAUER,122,1,11.8,2021,1,1,4.0,1,1
PIM,2021-05-15,13,6,ROMBAUER,3,AOC,,,77,89,96,,89,22,12,93,KEE,,,,,,,,,,41,1870,,BCJuvnle-G1,,11-06-20 Far back 2wd; 3-5pth 2nd; stayed on,0,102.09,6.25,6.25,5,13.00,13.00,10,22.58,45.31,22.58,70.48,45.31,,70.48,95.89,0,11,CASTELLANO J J,0,5,14,26.00,13,,2000000,BCJuvnle-G1,20201106,TVG Breeders' Cup Juvenile presented by Thoroughbred Aftercare Alliance,10,G1,,,8.25,8.25,9,1.25,HOT ROD CHARLIE,122,90,11.00,11.00,11,,6.25,6.25,8,D,1.25,KEEPMEINMIND,122,KEE,FT,-5,MCCARTHY MICHAEL W,3-5p2nd; stayed on,122,0.75,ESSENTIAL QUALITY,122,1,11.8,2021,1,1,4.0,1,1
PIM,2021-05-15,13,6,ROMBAUER,4,AON,,,78,85,88,,89,7,0,89,SA,,,,,,,,,,19,1870,,AmPharoh-G1,,09-26-20 Bobbled break; trailed; off rail; closed in; 4wide; 3wide; gamely,0,104.92,0.75,0.75,2,4.00,4.00,7,23.12,47.07,23.12,72.46,47.07,,72.46,97.97,0,6,SMITH M E,0,2,7,11.70,2,,300000,AmPharoh-G1,20200926,American Pharoah S.,8,G1,,,1.25,1.25,5,4.75,ROMBAUER,122,78,7.00,7.00,7,,1.50,1.50,2,D,4.50,SPIELBERG,122,SA,FT,15,MCCARTHY MICHAEL W,Bobbled brk; 4wd; 3wd,122,0.75,GET HER NUMBER,122,1,11.8,2021,1,1,4.0,1,1
PIM,2021-05-15,13,6,ROMBAUER,5,AON,,,74,72,69,,88,2,-3,76,DMR,,,,,,,,,,44,1760,,DMRJvTrfL100k,,09-07-20 Bumped start; settled; outside rival; steadied early; 4-5w; mild,0,98.21,2.00,2.00,6,5.75,5.75,9,24,49.32,24.00,74.71,49.32,,74.71,,0,8,HERNANDEZ JUAN J,0,6,10,4.10,7,,100000,DMRJvTrfL100k,20200907,Del Mar Juvenile Turf S.,9,N,,,3.00,3.00,8,0.06,EBEKO,120,72,6.50,6.50,8,,3.50,3.50,6,T,0.06,AMBIVALENT,120,DMR,FM,22,MCCARTHY MICHAEL W,Bpd brk;steadied early,122,1.00,BIG FISH,122,1,11.8,2021,1,1,4.0,1,1
PIM,2021-05-15,13,6,ROMBAUER,6,AON,,,76,69,59,,91,-3,-3,72,DMR,,,,,,,,,,,1760,,MdSpWt,,07-25-20 Off bit slow; settled; inside; 3wide; bothered stretch; surged,0,98.30,0.50,,1,3.00,3.00,7,23.75,49.61,23.75,74.5,49.61,,74.50,,0,7,HERNANDEZ JUAN J,0,1,8,16.70,3,,50000,MdSpWt,20200725,,1,S,,,5.00,5.00,7,0.25,DYN O MITE,121,74,4.50,4.50,7,,3.50,3.50,6,T,0.50,FLINT STROLL,121,DMR,FM,15,MCCARTHY MICHAEL W,Off bit slw;bothrd str,121,0.50,ROMBAUER,121,1,11.8,2021,1,1,4.0,1,1
